,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,g-xg,np:g-xg,sca,gca,att 3rd,att pen,att,succ,succ%,prgc,1/3,cpa,year,team
6,2019-10-12,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,4,ba Bosnia & Herz'na,,,44.0,8193.0,Tim Sparv,4-4-1-1,Ivan Kružliak,Match Report,,5.0,2.0,40.0,0.2,0.5,,0,0,,,,,,,,,,,,,2021,Finland
7,2019-10-15,19:00,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,am Armenia,,,61.0,7231.0,Lukáš Hrádecký,4-4-2,Jesús Gil,Match Report,,16.0,8.0,50.0,0.19,0.38,,0,0,,,,,,,,,,,,,2021,Finland
8,2019-11-15,19:00,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,li Liechtenstein,,,70.0,9804.0,Tim Sparv,4-4-2,Benoît Bastien,Match Report,,22.0,6.0,27.3,0.09,0.33,,1,1,,,,,,,,,,,,,2021,Finland
9,2019-11-18,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,1,2,gr Greece,,,41.0,5453.0,Joona Toivio,4-4-1-1,Aleksey Eskov,Match Report,,4.0,2.0,50.0,0.25,0.5,,0,0,,,,,,,,,,,,,2021,Finland
10,2021-03-31,20:45,Friendlies (M),Friendlies (M),Wed,Away,L,2,3,ch Switzerland,,,,,Juhani Ojala,4-4-2,Manuel Schüttengruber,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,Finland
11,2021-05-29,18:00,Friendlies (M),Friendlies (M),Sat,Away,L,0,2,se Sweden,,,,,Tim Sparv,3-5-2,Jakob Kehlet,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Finland
12,2021-06-04,19:00,Friendlies (M),Friendlies (M),Fri,Home,L,0,1,ee Estonia,,,,,Lukáš Hrádecký,4-2-3-1,Jørgen Burchardt,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Finland
13,2021-06-12,18:00,UEFA Euro,Group stage,Sat,Neutral,W,1,0,dk Denmark,0.3,1.8,31.0,13790.0,Tim Sparv,5-3-2,Anthony Taylor,Match Report,,1.0,1.0,100.0,1.0,1.0,8.2,0,0,0.7,0.7,2.0,2.0,45.0,2.0,5.0,2.0,40.0,6.0,7.0,1.0,2021,Finland
14,2021-06-16,16:00,UEFA Euro,Group stage,Wed,Neutral,L,0,1,ru Russia,0.8,1.0,41.0,24540.0,Paulus Arajuuri,5-3-2,Danny Makkelie,Match Report,,11.0,1.0,9.1,0.0,0.0,16.7,0,0,-0.8,-0.8,21.0,0.0,141.0,15.0,9.0,6.0,66.7,12.0,8.0,5.0,2021,Finland
15,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,be Belgium,0.4,1.6,39.0,18545.0,Tim Sparv,5-3-2,Felix Brych,Match Report,,7.0,1.0,14.3,0.0,0.0,20.3,0,0,-0.4,-0.4,14.0,0.0,92.0,11.0,15.0,8.0,53.3,11.0,12.0,2.0,2021,Finland
16,2021-09-01,19:00,Friendlies (M),Friendlies (M),Wed,Home,D,0,0,wls Wales,,,,,Joona Toivio,4-2-2-2,Kristo Tohver,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Finland
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,ru Russia,,,61.0,34245.0,Eden Hazard,3-4-3,Ovidiu Hațegan,Match Report,,15.0,6.0,40.0,0.13,0.33,,1,1,,,,,,,,,,,,,2021,Belgium
1,2019-03-24,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,cy Cyprus,,,60.0,8728.0,Eden Hazard,3-4-3,François Letexier,Match Report,,13.0,6.0,46.2,0.15,0.33,,0,0,,,,,,,,,,,,,2021,Belgium
2,2019-06-08,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,0,kz Kazakhstan,,,70.0,37155.0,Eden Hazard,3-4-3,Irfan Peljto,Match Report,,27.0,12.0,44.4,0.11,0.25,,0,0,,,,,,,,,,,,,2021,Belgium
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,sct Scotland,,,71.0,32482.0,Eden Hazard,3-4-3,Petr Ardeleánu,Match Report,,25.0,11.0,44.0,0.12,0.27,,0,0,,,,,,,,,,,,,2021,Belgium
4,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,sm San Marino,,,81.0,2523.0,Kevin De Bruyne,3-4-3,Horațiu Fesnic,Match Report,,29.0,11.0,37.9,0.1,0.27,,1,1,,,,,,,,,,,,,2021,Belgium
5,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,sct Scotland,,,52.0,25524.0,Kevin De Bruyne,3-4-3,Paweł Gil,Match Report,,15.0,8.0,53.3,0.27,0.5,,0,0,,,,,,,,,,,,,2021,Belgium
6,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,9,0,sm San Marino,,,84.0,34504.0,Eden Hazard,3-4-3,Anastasios Papapetrou,Match Report,,43.0,16.0,37.2,0.16,0.44,,1,1,,,,,,,,,,,,,2021,Belgium
7,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,kz Kazakhstan,,,66.0,26801.0,Eden Hazard,3-4-3,Gediminas Mažeika,Match Report,,11.0,3.0,27.3,0.18,0.67,,0,0,,,,,,,,,,,,,2021,Belgium
8,2019-11-16,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,1,ru Russia,,,47.0,53317.0,Eden Hazard,3-4-3,Artur Soares Dias,Match Report,,11.0,8.0,72.7,0.36,0.5,,0,0,,,,,,,,,,,,,2021,Belgium
9,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,1,cy Cyprus,,,62.0,40568.0,Eden Hazard,3-4-3,Jørgen Burchardt,Match Report,,18.0,12.0,66.7,0.28,0.42,,0,0,,,,,,,,,,,,,2021,Belgium
10,2021-06-03,20:45,Friendlies (M),Friendlies (M),Thu,Home,D,1,1,gr Greece,,,,,Romelu Lukaku,3-4-3,Fábio Veríssimo,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Belgium
11,2021-06-06,20:45,Friendlies (M),Friendlies (M),Sun,Home,W,1,0,hr Croatia,,,,,Jan Vertonghen,3-4-3,Deniz Aytekin,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Belgium
12,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,W,3,0,ru Russia,1.4,0.3,66.0,26264.0,Jan Vertonghen,3-4-3,Antonio Matéu Lahoz,Match Report,,9.0,4.0,44.4,0.33,0.75,17.2,0,0,1.6,1.6,17.0,6.0,132.0,14.0,25.0,12.0,48.0,19.0,12.0,6.0,2021,Belgium
13,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,dk Denmark,0.9,1.7,53.0,23395.0,Jan Vertonghen,3-4-3,Björn Kuipers,Match Report,,6.0,4.0,66.7,0.33,0.5,20.3,0,0,1.1,1.1,10.0,4.0,98.0,7.0,16.0,12.0,75.0,10.0,12.0,1.0,2021,Belgium
14,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,fi Finland,1.6,0.4,61.0,18545.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,17.0,7.0,41.2,0.06,0.14,17.2,0,0,-0.6,-0.6,33.0,2.0,280.0,36.0,17.0,12.0,70.6,42.0,32.0,8.0,2021,Belgium
15,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,W,1,0,pt Portugal,0.2,1.4,43.0,11504.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,6.0,1.0,16.7,0.17,1.0,23.4,0,0,0.8,0.8,12.0,2.0,104.0,5.0,21.0,14.0,66.7,11.0,12.0,1.0,2021,Belgium
16,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Home,L,1,2,it Italy,1.8,1.7,46.0,12984.0,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,9.0,2.0,22.2,0.0,0.0,20.0,1,1,-0.8,-1.0,17.0,2.0,123.0,20.0,19.0,13.0,68.4,16.0,9.0,8.0,2021,Belgium
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,1,3,be Belgium,,,39.0,34245.0,Artem Dzyuba,5-4-1,Ovidiu Hațegan,Match Report,,4.0,2.0,50.0,0.25,0.5,,0,0,,,,,,,,,,,,,2021,Russia
1,2019-03-24,20:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,4,0,kz Kazakhstan,,,62.0,29582.0,Artem Dzyuba,4-1-4-1,Slavko Vinčič,Match Report,,18.0,7.0,38.9,0.17,0.43,,0,0,,,,,,,,,,,,,2021,Russia
2,2019-06-08,19:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,9,0,sm San Marino,,,80.0,42241.0,Artem Dzyuba,4-2-3-1,Mohammed Al Hakim,Match Report,,45.0,18.0,40.0,0.13,0.33,,1,2,,,,,,,,,,,,,2021,Russia
3,2019-06-11,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1,0,cy Cyprus,,,64.0,42228.0,Artem Dzyuba,4-3-3,Marco Di Bello,Match Report,,25.0,7.0,28.0,0.04,0.14,,0,0,,,,,,,,,,,,,2021,Russia
4,2019-09-06,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2,1,sct Scotland,,,54.0,32432.0,Artem Dzyuba,4-3-3,Anastasios Sidiropoulos,Match Report,,17.0,6.0,35.3,0.06,0.17,,0,0,,,,,,,,,,,,,2021,Russia
5,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,kz Kazakhstan,,,61.0,31818.0,Artem Dzyuba,4-3-3,Nikola Dabanović,Match Report,,24.0,3.0,12.5,0.04,0.33,,0,0,,,,,,,,,,,,,2021,Russia
6,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4,0,sct Scotland,,,64.0,55703.0,Artem Dzyuba,4-2-3-1,Jakob Kehlet,Match Report,,18.0,5.0,27.8,0.22,0.8,,0,0,,,,,,,,,,,,,2021,Russia
7,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,5,0,cy Cyprus,,,70.0,9439.0,Artem Dzyuba,4-3-3,Srđan Jovanović,Match Report,,22.0,12.0,54.5,0.23,0.42,,0,0,,,,,,,,,,,,,2021,Russia
8,2019-11-16,20:00,UEFA Euro Qualifying,Group stage,Sat,Home,L,1,4,be Belgium,,,53.0,53317.0,Artem Dzyuba,4-2-3-1,Artur Soares Dias,Match Report,,12.0,4.0,33.3,0.08,0.25,,0,0,,,,,,,,,,,,,2021,Russia
9,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,0,sm San Marino,,,82.0,1604.0,Artem Dzyuba,4-2-3-1,Þorvaldur Árnason,Match Report,,25.0,15.0,60.0,0.2,0.33,,0,0,,,,,,,,,,,,,2021,Russia
10,2021-06-01,20:45,Friendlies (M),Friendlies (M),Tue,Away,D,1,1,pl Poland,,,,,Artem Dzyuba,4-2-3-1,Marco Guida,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Russia
11,2021-06-05,18:00,Friendlies (M),Friendlies (M),Sat,Home,W,1,0,bg Bulgaria,,,,,Artem Dzyuba,4-2-3-1,Aliaksei Kulbakou,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,Russia
12,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,L,0,3,be Belgium,0.3,1.4,34.0,26264.0,Artem Dzyuba,4-2-3-1,Antonio Matéu Lahoz,Match Report,,5.0,1.0,20.0,0.0,0.0,20.3,0,0,-0.3,-0.3,8.0,0.0,98.0,6.0,7.0,4.0,57.1,9.0,7.0,2.0,2021,Russia
13,2021-06-16,16:00,UEFA Euro,Group stage,Wed,Neutral,W,1,0,fi Finland,1.0,0.8,59.0,24540.0,Artem Dzyuba,3-5-1-1,Danny Makkelie,Match Report,,14.0,3.0,21.4,0.07,0.33,15.0,0,0,0.0,0.0,23.0,2.0,227.0,37.0,20.0,8.0,40.0,27.0,26.0,2.0,2021,Russia
14,2021-06-21,21:00,UEFA Euro,Group stage,Mon,Neutral,L,1,4,dk Denmark,1.1,2.1,36.0,23644.0,Artem Dzyuba,3-4-3,Clément Turpin,Match Report,,5.0,1.0,20.0,0.0,0.0,22.9,1,1,-0.1,-0.3,11.0,2.0,96.0,11.0,8.0,7.0,87.5,8.0,12.0,1.0,2021,Russia
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5,0,cz Czechia,,,66.0,82575.0,Harry Kane,4-3-3,Artur Dias,Match Report,,13.0,8.0,61.5,0.23,0.38,,1,1,,,,,,,,,,,,,2021,England
1,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,5,1,me Montenegro,,,73.0,8329.0,Harry Kane,4-3-3,Aliaksei Kulbakou,Match Report,,12.0,6.0,50.0,0.42,0.83,,0,0,,,,,,,,,,,,,2021,England
2,2019-09-07,17:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,0,bg Bulgaria,,,68.0,82605.0,Harry Kane,4-3-1-2,Marco Guida,Match Report,,17.0,6.0,35.3,0.12,0.33,,2,2,,,,,,,,,,,,,2021,England
3,2019-09-10,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,5,3,xk Kosovo,,,58.0,30155.0,Harry Kane,4-2-3-1,Felix Zwayer,Match Report,,16.0,10.0,62.5,0.25,0.4,,0,1,,,,,,,,,,,,,2021,England
4,2019-10-11,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,1,2,cz Czechia,,,56.0,18651.0,Harry Kane,4-2-3-1,Damir Skomina,Match Report,,7.0,4.0,57.1,0.0,0.0,,1,1,,,,,,,,,,,,,2021,England
5,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,6,0,bg Bulgaria,,,72.0,17481.0,Harry Kane,4-3-3,Ivan Bebek,Match Report,,20.0,13.0,65.0,0.3,0.46,,0,0,,,,,,,,,,,,,2021,England
6,2019-11-14,19:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,7,0,me Montenegro,,,66.0,77277.0,Harry Kane,4-3-3,Antonio Matéu Lahoz,Match Report,,17.0,11.0,64.7,0.35,0.55,,0,0,,,,,,,,,,,,,2021,England
7,2019-11-17,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,4,0,xk Kosovo,,,55.0,12326.0,Harry Kane,4-3-3,Paweł Gil,Match Report,,13.0,7.0,53.8,0.31,0.57,,0,0,,,,,,,,,,,,,2021,England
8,2021-06-02,20:00,Friendlies (M),Friendlies (M),Wed,Home,W,1,0,at Austria,,,,,Harry Kane,4-1-4-1,Lawrence Visser,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,England
9,2021-06-06,17:00,Friendlies (M),Friendlies (M),Sun,Home,W,1,0,ro Romania,,,,,Marcus Rashford,4-1-4-1,Tiago Martins,Match Report,,,,,,,,1,2,,,,,,,,,,,,,2021,England
10,2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,hr Croatia,1.5,0.4,49.0,18497.0,Harry Kane,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,25.0,0.13,0.5,17.0,0,0,-0.5,-0.5,12.0,2.0,100.0,13.0,15.0,6.0,40.0,7.0,7.0,1.0,2021,England
11,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,sct Scotland,1.4,0.6,60.0,20306.0,Harry Kane,4-3-3,Antonio Matéu Lahoz,Match Report,,9.0,1.0,11.1,0.0,0.0,14.6,0,0,-1.4,-1.4,18.0,0.0,164.0,31.0,18.0,11.0,61.1,23.0,18.0,9.0,2021,England
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,1,0,cz Czechia,1.5,0.3,56.0,19104.0,Harry Kane,4-2-3-1,Artur Soares Dias,Match Report,,5.0,3.0,60.0,0.2,0.33,14.4,0,0,-0.5,-0.5,8.0,2.0,125.0,19.0,15.0,9.0,60.0,21.0,13.0,5.0,2021,England
13,2021-06-29,17:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,0,de Germany,1.3,1.4,46.0,41973.0,Harry Kane,3-4-3,Danny Makkelie,Match Report,,5.0,4.0,80.0,0.4,0.5,13.2,0,0,0.7,0.7,10.0,4.0,102.0,14.0,10.0,6.0,60.0,12.0,10.0,2.0,2021,England
14,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Away,W,4,0,ua Ukraine,2.0,0.3,52.0,11880.0,Harry Kane,4-2-3-1,Felix Brych,Match Report,,10.0,6.0,60.0,0.4,0.67,13.4,0,0,2.0,2.0,19.0,8.0,147.0,17.0,20.0,12.0,60.0,11.0,15.0,4.0,2021,England
15,2021-07-07,20:00,UEFA Euro,Semi-finals,Wed,Home,W,2,1,dk Denmark,2.7,0.2,58.0,64950.0,Harry Kane,4-2-3-1,Danny Makkelie,Match Report,Required Extra Time,19.0,9.0,47.4,0.05,0.11,17.0,0,1,-1.7,-0.8,37.0,1.0,278.0,50.0,29.0,15.0,51.7,39.0,23.0,15.0,2021,England
16,2021-07-11,20:00,UEFA Euro,Final,Sun,Neutral,D,1 (2),1 (3),it Italy,0.6,2.2,35.0,67173.0,Harry Kane,3-4-3,Björn Kuipers,Match Report,Italy won on penalty kicks following extra time,6.0,2.0,33.3,0.17,0.5,15.7,0,0,0.4,0.4,10.0,2.0,132.0,22.0,26.0,15.0,57.7,15.0,9.0,6.0,2021,England
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,az Azerbaijan,,,74.0,23146.0,Luka Modrić,4-2-3-1,Georgi Kabakov,Match Report,,21.0,5.0,23.8,0.1,0.4,,0,0,,,,,,,,,,,,,2021,Croatia
1,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,1,2,hu Hungary,,,64.0,19400.0,Luka Modrić,4-2-3-1,William Collum,Match Report,,11.0,3.0,27.3,0.09,0.33,,0,0,,,,,,,,,,,,,2021,Croatia
2,2019-06-08,15:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,wls Wales,,,63.0,17061.0,Luka Modrić,4-2-3-1,István Kovács,Match Report,,10.0,3.0,30.0,0.1,0.33,,0,0,,,,,,,,,,,,,2021,Croatia
3,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,sk Slovakia,,,51.0,18098.0,Luka Modrić,4-2-3-1,Felix Brych,Match Report,,31.0,9.0,29.0,0.13,0.44,,0,0,,,,,,,,,,,,,2021,Croatia
4,2019-09-09,20:00,UEFA Euro Qualifying,Group stage,Mon,Away,D,1,1,az Azerbaijan,,,63.0,9150.0,Luka Modrić,4-2-3-1,Sandro Schärer,Match Report,,21.0,7.0,33.3,0.0,0.0,,1,1,,,,,,,,,,,,,2021,Croatia
5,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,0,hu Hungary,,,69.0,32110.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,17.0,8.0,47.1,0.18,0.38,,0,1,,,,,,,,,,,,,2021,Croatia
6,2019-10-13,19:45,UEFA Euro Qualifying,Group stage,Sun,Away,D,1,1,wls Wales,,,64.0,31745.0,Luka Modrić,4-2-3-1,Björn Kuipers,Match Report,,6.0,2.0,33.3,0.17,0.5,,0,0,,,,,,,,,,,,,2021,Croatia
7,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,1,sk Slovakia,,,67.0,8212.0,Luka Modrić,4-2-3-1,Clément Turpin,Match Report,,25.0,13.0,52.0,0.12,0.23,,0,0,,,,,,,,,,,,,2021,Croatia
8,2021-06-01,18:00,Friendlies (M),Friendlies (M),Tue,Home,D,1,1,am Armenia,,,,,Luka Modrić,4-1-4-1,Luka Bilbija,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Croatia
9,2021-06-06,20:45,Friendlies (M),Friendlies (M),Sun,Away,L,0,1,be Belgium,,,,,Luka Modrić,4-1-4-1,Deniz Aytekin,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Croatia
10,2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,L,0,1,eng England,0.4,1.5,51.0,18497.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,25.0,0.0,0.0,21.1,0,0,-0.4,-0.4,14.0,0.0,117.0,12.0,9.0,6.0,66.7,17.0,14.0,0.0,2021,Croatia
11,2021-06-18,17:00,UEFA Euro,Group stage,Fri,Neutral,D,1,1,cz Czechia,0.9,1.6,49.0,5607.0,Luka Modrić,4-2-3-1,Carlos del Cerro,Match Report,,11.0,2.0,18.2,0.09,0.5,20.0,0,0,0.1,0.1,22.0,2.0,111.0,20.0,14.0,10.0,71.4,25.0,18.0,5.0,2021,Croatia
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,3,1,sct Scotland,1.0,1.4,66.0,9896.0,Luka Modrić,4-3-3,Fernando Rapallini,Match Report,,11.0,6.0,54.5,0.27,0.5,19.8,0,0,2.0,2.0,20.0,6.0,163.0,19.0,15.0,11.0,73.3,26.0,20.0,6.0,2021,Croatia
13,2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,L,3,5,es Spain,3.2,3.6,34.0,22771.0,Luka Modrić,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,12.0,6.0,50.0,0.17,0.33,12.6,0,0,-1.2,-1.2,21.0,3.0,109.0,22.0,26.0,12.0,46.2,22.0,13.0,4.0,2021,Croatia
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,L,0,1,pl Poland,,,58.0,40400.0,Julian Baumgartlinger,4-2-3-1,Anastasios Sidiropoulos,Match Report,,16.0,2.0,12.5,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Austria
1,2019-03-24,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,2,4,il Israel,,,57.0,16180.0,Julian Baumgartlinger,4-4-1-1,Yevhen Aranovskyi,Match Report,,20.0,8.0,40.0,0.1,0.25,,0,0,,,,,,,,,,,,,2021,Austria
2,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1,0,si Slovenia,,,55.0,19200.0,David Alaba,4-1-4-1,Aliaksei Kulbakou,Match Report,,18.0,8.0,44.4,0.06,0.13,,0,0,,,,,,,,,,,,,2021,Austria
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,1,mk N. Macedonia,,,61.0,10501.0,Marko Arnautović,4-5-1,Aleksey Eskov,Match Report,,20.0,8.0,40.0,0.1,0.25,,1,1,,,,,,,,,,,,,2021,Austria
4,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,6,0,lv Latvia,,,77.0,16300.0,Julian Baumgartlinger,4-2-3-1,Robert Hennessy,Match Report,,31.0,11.0,35.5,0.13,0.36,,1,1,,,,,,,,,,,,,2021,Austria
5,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0,0,pl Poland,,,65.0,56788.0,Julian Baumgartlinger,4-2-3-1,Viktor Kassai,Match Report,,22.0,6.0,27.3,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Austria
6,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,il Israel,,,54.0,26200.0,Julian Baumgartlinger,4-2-3-1,William Collum,Match Report,,16.0,7.0,43.8,0.19,0.43,,0,0,,,,,,,,,,,,,2021,Austria
7,2019-10-13,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,1,0,si Slovenia,,,55.0,15108.0,Julian Baumgartlinger,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,4.0,33.3,0.08,0.25,,0,0,,,,,,,,,,,,,2021,Austria
8,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,mk N. Macedonia,,,53.0,41100.0,Julian Baumgartlinger,4-2-3-1,Michael Oliver,Match Report,,17.0,8.0,47.1,0.12,0.25,,0,0,,,,,,,,,,,,,2021,Austria
9,2019-11-19,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,1,lv Latvia,,,75.0,2781.0,Julian Baumgartlinger,4-2-3-1,Alejandro Hernández,Match Report,,21.0,3.0,14.3,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Austria
10,2021-06-02,20:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,1,eng England,,,,,David Alaba,3-5-2,Lawrence Visser,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Austria
11,2021-06-06,17:30,Friendlies (M),Friendlies (M),Sun,Home,D,0,0,sk Slovakia,,,,,David Alaba,4-2-2-2,Urs Schnyder,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Austria
12,2021-06-13,19:00,UEFA Euro,Group stage,Sun,Neutral,W,3,1,mk N. Macedonia,2.0,0.6,62.0,9082.0,David Alaba,3-1-4-2,Andreas Ekberg,Match Report,,10.0,6.0,60.0,0.3,0.5,14.8,0,0,1.0,1.0,16.0,4.0,209.0,22.0,20.0,6.0,30.0,19.0,17.0,1.0,2021,Austria
13,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,L,0,2,nl Netherlands,0.7,3.1,53.0,15243.0,David Alaba,3-1-4-2,Orel Grinfeeld,Match Report,,9.0,1.0,11.1,0.0,0.0,17.5,0,0,-0.7,-0.7,17.0,0.0,164.0,12.0,8.0,6.0,75.0,27.0,23.0,4.0,2021,Austria
14,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,W,1,0,ua Ukraine,1.6,0.3,50.0,10472.0,David Alaba,4-2-3-1,Cüneyt Çakιr,Match Report,,18.0,4.0,22.2,0.06,0.25,19.1,0,0,-0.6,-0.6,32.0,1.0,156.0,30.0,15.0,8.0,53.3,26.0,21.0,7.0,2021,Austria
15,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,L,1,2,it Italy,0.8,1.9,49.0,18910.0,David Alaba,4-2-3-1,Anthony Taylor,Match Report,Required Extra Time,16.0,3.0,18.8,0.06,0.33,20.3,0,0,0.2,0.2,25.0,2.0,156.0,19.0,14.0,11.0,78.6,15.0,14.0,0.0,2021,Austria
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,lv Latvia,,,60.0,7043.0,Goran Pandev,4-4-2,Halis Özkahya,Match Report,,25.0,8.0,32.0,0.12,0.38,,0,0,,,,,,,,,,,,,2021,North
1,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,D,1,1,si Slovenia,,,40.0,9872.0,Goran Pandev,4-4-2,Xavi Estrada,Match Report,,8.0,2.0,25.0,0.13,0.5,,0,0,,,,,,,,,,,,,2021,North
2,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,1,pl Poland,,,48.0,22000.0,Goran Pandev,3-5-2,Gianluca Rocchi,Match Report,,11.0,3.0,27.3,0.0,0.0,,0,0,,,,,,,,,,,,,2021,North
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,1,4,at Austria,,,39.0,10501.0,Goran Pandev,4-2-2-2,Aleksey Eskov,Match Report,,7.0,0.0,0.0,0.0,,,0,0,,,,,,,,,,,,,2021,North
